id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1281521552568221696,1268290407512801285,1594373522000,2020-07-10,15:02:02,+0530,103226951,amizere,Agnes Dumisani Mizere,,"Lilongwe District Health Office refuted a rumour circulating on social media that Bwaila hospital is turning into a #COVID__19 hotspot......"" 

""In the past 48 hours Lilongwe district had registered 30 new Covid-19 cases, 3 new 
recoveries and 2 new deaths.""👇  pic.twitter.com/tNNC7P8fXj",[],[],['https://pbs.twimg.com/media/EcjhDnwWkAMcV4b.jpg'],0,0,0,['#covid__19'],[],https://twitter.com/amizere/status/1281521552568221696,False,,0,,,,,,,"[{'user_id': '103226951', 'username': 'amizere'}]",,,,
1281521551804739584,1281521551804739584,1594373522000,2020-07-10,15:02:02,+0530,133504478,_timos_,Dr Timos Papagatsias,,"Global Type-1 Diabetes Treatment Market 2020- Impact of COVID-19, Future Growth Analysis and Challenges | Astellas…  http://dlvr.it/RbKvbf  >>>  http://lqventures.com  #strategy #competitiveintelligence #marketing #productmarketing #biotech #healthcare #pharmaceutical #pharma",[],"['http://dlvr.it/RbKvbf', 'http://lqventures.com']",[],0,1,0,"['#strategy', '#competitiveintelligence', '#marketing', '#productmarketing', '#biotech', '#healthcare', '#pharmaceutical', '#pharma']",[],https://twitter.com/_timos_/status/1281521551804739584,False,,0,,,,,,,"[{'user_id': '133504478', 'username': '_timos_'}]",,,,
1281521551167369217,1281521551167369217,1594373521000,2020-07-10,15:02:01,+0530,321881737,kayeholland,Kaye Holland,,The luxury of having outdoor space:  https://www.bbc.com/worklife/article/20200617-the-luxury-and-privilege-of-a-balcony-or-yard-during-covid …? #outdoors #letsgoutside #pandemic #pandemiclife #COVID19,[],['https://www.bbc.com/worklife/article/20200617-the-luxury-and-privilege-of-a-balcony-or-yard-during-covid'],[],0,0,0,"['#outdoors', '#letsgoutside', '#pandemic', '#pandemiclife', '#covid19']",[],https://twitter.com/KayeHolland/status/1281521551167369217,False,,0,,,,,,,"[{'user_id': '321881737', 'username': 'KayeHolland'}]",,,,
1281521548533391361,1281521548533391361,1594373521000,2020-07-10,15:02:01,+0530,20063805,busydoctor,Start. Stop. Repeat.,,"Thank you Tony Maher from @ONSIGHT_UK for supporting us, as well as being generally a great person 
#Covid_19 

Be part of the solution:  https://buff.ly/2YGkdR5 ",['onsight_uk'],['https://buff.ly/2YGkdR5'],[],0,0,0,['#covid_19'],[],https://twitter.com/busydoctor/status/1281521548533391361,False,,0,,,,,,,"[{'user_id': '20063805', 'username': 'busydoctor'}, {'user_id': '376185321', 'username': 'ONSIGHT_UK'}]",,,,
1281521548428541952,1281521548428541952,1594373521000,2020-07-10,15:02:01,+0530,380207426,erumskhan,Smartly Locked Ennui,,Almost all countries which presumably had it well under control are witnessing a re-emergence of #COVID19 positive cases. Embrace Corona! It's here to stay.. #NormaliseCorona,[],[],[],0,0,0,"['#covid19', '#normalisecorona']",[],https://twitter.com/ErumSKhan/status/1281521548428541952,False,,0,,,,,,,"[{'user_id': '380207426', 'username': 'ErumSKhan'}]",,,,
1281521547166048256,1281521547166048256,1594373521000,2020-07-10,15:02:01,+0530,1263442853579161601,drbenkruskal,Dr. Ben Kruskal (He/him/his),,"#Covid19-->deaths directly via infection, via complications of underlying conditions, & indirectly, from delay seeking care for unrelated acute illness. Excess deaths 2020 vs  2019 due to Covid ~100K, 1/3 from delayed care for non-Covid illness.  Summary  https://buff.ly/2BzyEOe ",[],['https://buff.ly/2BzyEOe'],[],0,0,0,['#covid19'],[],https://twitter.com/drbenkruskal/status/1281521547166048256,False,,0,,,,,,,"[{'user_id': '1263442853579161601', 'username': 'drbenkruskal'}]",,,,
1281521546540900352,1281521546540900352,1594373520000,2020-07-10,15:02:00,+0530,27404490,malaymail,Malay Mail,,"Ismail reminded the businesses to follow the government’s SOP as the war against Covid-19 is still ongoing. Ismail also reminded the public that pubs and nightclubs are still not allowed to reopen.⠀
⠀
Read more at  http://malaymail.com 
(📸: Bernama)⠀
#covid19malaysia #rmco pic.twitter.com/eD3iMGcbS3",[],['http://malaymail.com'],['https://pbs.twimg.com/media/EcjhDViVAAA62CJ.jpg'],0,0,0,"['#covid19malaysia', '#rmco']",[],https://twitter.com/malaymail/status/1281521546540900352,False,,0,,,,,,,"[{'user_id': '27404490', 'username': 'malaymail'}]",,,,
1281521545387671552,1281184577931882496,1594373520000,2020-07-10,15:02:00,+0530,845063776806359041,o0deckofcards0o,#INITTOGETHER🇬🇧🇺🇸🙏⭐⭐⭐,,Doctors in uk have been instructed to do this and evidence is if you wear a mask it results in pleurisy then pneumonia especially the elderly and there are reports out there covid-19 is nothing more than common cold it's the mask that make it dangerous,"['nancyhaven', 'sophiel17973169', 'ds13_manon', 'enduklockdown1']",[],[],0,0,0,[],[],https://twitter.com/o0DeckofCards0o/status/1281521545387671552,False,,0,,,,,,,"[{'user_id': '845063776806359041', 'username': 'o0DeckofCards0o'}, {'user_id': '1338939428', 'username': 'NancyHaven'}, {'user_id': '1064552211278163969', 'username': 'sophieL17973169'}, {'user_id': '272118514', 'username': 'ds13_manon'}, {'user_id': '1253948261594996736', 'username': 'EndUKLockdown1'}]",,,,
1281521544095625218,1281521544095625218,1594373520000,2020-07-10,15:02:00,+0530,285668251,cedrec_news,Cedrec,,"COVID's effects on education establishment? We've compiled some safety guidance to help you out. See our news page -  http://cedr.ec/71r 
#education #COVID19 #healthandsafety #teaching #college #universities",[],['http://cedr.ec/71r'],[],0,0,0,"['#education', '#covid19', '#healthandsafety', '#teaching', '#college', '#universities']",[],https://twitter.com/cedrec_news/status/1281521544095625218,False,,0,,,,,,,"[{'user_id': '285668251', 'username': 'cedrec_news'}]",,,,
1281521543978168320,1281521543978168320,1594373520000,2020-07-10,15:02:00,+0530,388742252,da_gpl,DA Gauteng,,"We are highly concerned by reports of oxygen shortages at Gauteng health facilities as it is a critical resource in saving the lives of those with Covid-19 infection. - @JackBloomDA 

To read more, click here:  https://bit.ly/38Q3cYc  pic.twitter.com/D4ljEi2REW",['jackbloomda'],['https://bit.ly/38Q3cYc'],['https://pbs.twimg.com/media/EcjTJrOWsAEuDf8.jpg'],0,0,0,[],[],https://twitter.com/DA_GPL/status/1281521543978168320,False,,0,,,,,,,"[{'user_id': '388742252', 'username': 'DA_GPL'}, {'user_id': '21634418', 'username': 'JackBloomDA'}]",,,,
